id,question,answer,mean_sim,max_sim,min_sim,std_sim,range_sim
497,Nhân_vật Vũ_Nương được miêu_tả là người như_thế_nào,Cả 3 đáp_án trên,0.41862091422080994,0.46771615743637085,0.38958460092544556,0.03490849956870079,0.07813155651092529
498,Vũ_Nương dỗ_dành con trong lúc chồng vắng nhà bằng cách nào,Mỗi tối chỉ vào bóng mình và nói đó là cha của đứa con,0.7139204144477844,0.79707932472229,0.5592786073684692,0.10945212841033936,0.2378007173538208
499,Nguyên_nhân dẫn đến cái chết của Vũ_Nương,Cả 3 đáp_án trên đều đúng,0.7204439640045166,0.7788388133049011,0.6495451927185059,0.05351928994059563,0.12929362058639526
500,Trương_Sinh là nhân_vật như_thế_nào,Tất_cả các đáp_án trên,0.46715450286865234,0.49604129791259766,0.4447762966156006,0.021428890526294708,0.05126500129699707
501,Câu nào nêu đúng nhất cách cư_xử của Vũ_Nương trước tính hay ghen của chồng,Nàng cũng giữ_gìn khuôn_phép không từng để lúc_nào vợ_chồng phải đến thất_hoà,0.736542284488678,0.7694950103759766,0.6787323355674744,0.04101121798157692,0.0907626748085022
502,Tác_phẩm Chuyện người con gái Nam_Xương có những chi_tiết nào hoang_đường kì_ảo,Cả 3 đáp_án trên,0.5444062352180481,0.5560899972915649,0.5353806018829346,0.00866097304970026,0.02070939540863037
503,Kết_thúc tác_phẩm Chuyện người con gái Nam_Xương là kết_thúc có_hậu đúng hay sai,Sai,0.9343201518058777,0.9343201518058777,0.9343201518058777,0.0,0.0
504,Tác_phẩm có giá_trị tố_cáo xã_hội phong_kiến bất_công trọng nam khinh nữ chiến_tranh phi_nghĩa ngăn_cản hạnh_phúc của con_người Đúng hay sai,Đúng,0.9546299576759338,0.9546299576759338,0.9546299576759338,0.0,0.0
505,Câu văn Ngày_qua_tháng_lại thoắt đã nửa năm mỗi khi thấy bướm lượn đầy vườn mây che_kín núi thì nỗi buồn góc bể chân_trời không_thể_nào ngăn được mang ý_nghĩa gì,Nỗi buồn nhớ của Vũ_Nương trải theo năm_tháng,0.8855316042900085,0.9390647411346436,0.8248026371002197,0.04692399501800537,0.11426210403442383
506,Câu nào trong lời trăn trối của bà mẹ nói lên sự ghi_nhận nhân_cách và công_lao của Vũ_Nương đối_với gia_đình nhà chồng,Sau_này trời xét lòng lành ban phúc_đức giống dòng tươi_tốt con_cháu đông đàn xanh kia quyết chẳng phụ con cũng như con đã chẳng phụ mẹ,0.7637105584144592,0.8101449012756348,0.6881794929504395,0.05387551337480545,0.12196540832519531
507,Từ xanh trong câu Xanh kia quyết chẳng phụ con cũng như con đã chẳng phụ mẹ dùng để chỉ cái gì,Ông trời,0.8638069033622742,0.8868456482887268,0.8276002407073975,0.025917155668139458,0.059245407581329346
508,Nhận_định nào nói đúng và đầy_đủ ý_nghĩa của chi_tiết Vũ_Nương gieo mình xuống sông tự_vẫn,Cả A B C đều đúng,0.640375554561615,0.6706473231315613,0.6138430833816528,0.02334047667682171,0.05680423974990845
509,Cách dẫn gián_tiếp là thuật lại lời_nói ý_nghĩ của người nhân_vật điều_chỉnh cho phù_hợp lời dẫn gián_tiếp không đặt trong dấu ngoặc_kép đúng hay sai,Đúng,0.9601835012435913,0.9601835012435913,0.9601835012435913,0.0,0.0
510,Lời trao_đổi của nhân_vật trong tác_phẩm văn_học nhất là văn_xuôi thường được dẫn bằng cách nào,Trực_tiếp,0.7537678480148315,0.7537678480148315,0.7537678480148315,0.0,0.0
511,Nhận_định nào nói đầy_đủ nhất dấu_hiệu để nhận ra lời_nói của nhân_vật được dẫn ra trong các tác_phẩm văn_xuôi,Cả A và B đều đúng,0.8411858677864075,0.9738034605979919,0.7589834928512573,0.0946684330701828,0.21481996774673462
512,Điền cụm_từ thích_hợp vào chỗ trống Lời dẫn trực_tiếp thường được đặt sau dấu_hai_chấm và,Nhắc lại nguyên_văn,0.8441673517227173,0.8442032933235168,0.8441314101219177,3.594160079956055e-05,7.18832015991211e-05
513,Trong trường_hợp trích_dẫn gián_tiếp ý_kiến của người khác,Chúng_ta vẫn phải nêu thông_tin về xuất_xứ của ý_kiến đó,0.88884037733078,0.8975167274475098,0.8812229633331299,0.006693918723613024,0.016293764114379883
514,Trong các câu sau câu nào có lời dẫn trực_tiếp,An nói với Nam_Năm nay tôi quyết_tâm học_tập không mê chơi nữa,0.8604435920715332,0.8696402311325073,0.8553676009178162,0.006514703389257193,0.014272630214691162
515,Dòng nào thực_hiện đúng cách dẫn gián_tiếp,Cúc nói với Mai rằng bố của tôi rất nghiêm_khắc,0.9602071642875671,0.9753298759460449,0.9423162937164307,0.01361912488937378,0.03301358222961426
516,Cách dẫn trực_tiếp là gì,Nhắc lại nguyên_văn lời_nói hay ý_nghĩ của người hoặc nhân_vật lời dẫn trực_tiếp được đặt trong dấu ngoặc_kép,0.8269575238227844,0.8989395499229431,0.7664563655853271,0.05469190329313278,0.13248318433761597
517,Nhận_xét nào sau đây không đúng về lời dẫn gián_tiếp,Lời_nói của nhận vật được trích_dẫn nguyên_văn,0.8393540978431702,0.8787676095962524,0.7986642718315125,0.03271450102329254,0.08010333776473999
518,Có mấy cách dẫn lời_nói hay ý_nghĩ của một người một nhân_vật,Hai,0.8107385039329529,0.9194551706314087,0.6553370356559753,0.1127658262848854,0.26411813497543335
519,Trong trường_hợp trích_dẫn quá dài và người dẫn muốn lược bỏ phần không cần_yếu trong lời trích_dẫn đối_lập luận của mình thì,Phần bị lược bỏ có_thể đặt trong dấu ngoặc_vuông hoặc dấu ngoặc_đơn,0.9602841734886169,0.97044837474823,0.9501199722290039,0.010164201259613037,0.020328402519226074
520,Lời trao_đổi của nhân_vật trong các tác_phẩm văn_học nhất là văn_xuôi thường được dẫn bằng cách nào,Trực_tiếp,0.7718387842178345,0.7718387842178345,0.7718387842178345,0.0,0.0
521,Đoạn văn sau có những câu nào là trích_dẫn trực_tiếp và gián_tiếp 1 Mỗi lần bạn_bè hỏi_thăm về xứ Huế tôi thường trả_lời vui bằng một câu_thơ của thi_sĩ Bùi_Giáng_Dạ thưa xứ Huế bây_giờ Vẫn còn núi Ngự bên bờ sông Hương 2 Cứ tưởng là đùa chơi hoá_ra câu_thơ còn nhắc đến một sự bất_biến của xứ Huế khi mà nói núi Ngự sông Hương từ bao_giờ đã trở_thành biểu_tượng của xứ này 3 Nhà_văn Hoàng_Phủ_Ngọc_Tường cũng đã từng lo_sợ một ngày nào đó Huế không còn sông Hương thì liệu còn ai buồn nhắc tới Huế nữa không 4 Còn nhà_thơ Huy_Tập thì xa_xăm rằng Nếu_như chẳng có sông HươngCâu thơ xứ Huế giữa đường đánh_rơi 5Vâng con sông ngọn núi là chỗ tựa đồng_thời cũng là cội_nguồn để tạo ra hương_sắc của cả một vùng_đất và cao hơn là bản_sắc văn_hoá của vùng_đất ấy,Các câu 1 3 4,0.9948549270629883,0.9966605305671692,0.9929715394973755,0.0015070262597873807,0.003688991069793701
522,Các từ LÀ RẰNG nối giữa hai phần của câu là một trong những dấu_hiệu hình_thức cho biết phần tiếp_theo đó sẽ là,Có_thể là lời dẫn trực_tiếp hoặc lời dẫn gián_tiếp,0.9262406826019287,0.9264883995056152,0.9259929656982422,0.00024771690368652344,0.0004954338073730469
532,Cách dẫn trực_tiếp là gì,Nhắc lại nguyên_văn lời_nói hay ý_nghĩ của người hoặc nhân_vật lời dẫn trực_tiếp được đặt trong dấu ngoặc_kép,0.7048468589782715,0.815476655960083,0.5326074361801147,0.12342488020658493,0.28286921977996826
533,Cách dẫn gián_tiếp là thuật lại lời_nói ý_nghĩ của người nhân_vật điều_chỉnh cho phù_hợp lời dẫn gián_tiếp không đặt trong dấu ngoặc_kép đúng hay sai,Đúng,0.9601835012435913,0.9601835012435913,0.9601835012435913,0.0,0.0
534,Lời trao_đổi của nhân_vật trong tác_phẩm văn_học nhất là văn_xuôi thường được dẫn bằng cách nào,Trực_tiếp,0.7537678480148315,0.7537678480148315,0.7537678480148315,0.0,0.0
535,Nhận_định nào nói đầy_đủ nhất dấu_hiệu nhận ra lời_nói của nhân_vật được dẫn ra trong tác_phẩm văn_xuôi,Cả A và B đều đúng,0.8249752521514893,0.9738202691078186,0.7261717319488525,0.10711538046598434,0.24764853715896606
536,Nhận_xét nào sau đây không đúng về lời dẫn gián_tiếp,Lời_nói của nhận vật được trích_dẫn nguyên_văn,0.8393540978431702,0.8787676095962524,0.7986642718315125,0.03271450102329254,0.08010333776473999
537,Có mấy cách dẫn lời_nói hay ý_nghĩ của một người một nhân_vật,Hai,0.8107385039329529,0.9194551706314087,0.6553370356559753,0.1127658262848854,0.26411813497543335
538,Trong trường_hợp trích_dẫn quá dài và người dẫn muốn lược bỏ phần không cần_yếu trong lời trích_dẫn đối_lập luận của mình thì,Phần bị lược bỏ có_thể đặt trong dấu ngoặc_vuông hoặc dấu ngoặc_đơn,0.9215682148933411,0.97044837474823,0.8441363573074341,0.05537799000740051,0.1263120174407959
539,Đoạn văn sau có những câu nào là trích_dẫn trực_tiếp và gián_tiếp 1 Mỗi lần bạn_bè hỏi_thăm về xứ Huế tôi thường trả_lời vui bằng một câu_thơ của thi_sĩ Bùi_Giáng_Dạ thưa xứ Huế bây_giờ Vẫn còn núi Ngự bên bờ sông Hương 2 Cứ tưởng là đùa chơi hoá_ra câu_thơ còn nhắc đến một sự bất_biến của xứ Huế khi mà nói núi Ngự sông Hương từ bao_giờ đã trở_thành biểu_tượng của xứ này 3 Nhà_văn Hoàng_Phủ_Ngọc_Tường cũng đã từng lo_sợ một ngày nào đó Huế không còn sông Hương thì liệu còn ai buồn nhắc tới Huế nữa không 4 Còn nhà_thơ Huy_Tập thì xa_xăm rằng Nếu_như chẳng có sông Hương_Câu thơ xứ Huế giữa đường đánh_rơi 5Vâng con sông ngọn núi là chỗ tựa đồng_thời cũng là cội_nguồn để tạo ra hương_sắc của cả một vùng_đất và cao hơn là bản_sắc văn_hoá của vùng_đất ấy,Các câu 1 3 4,0.9945158958435059,0.9966801404953003,0.9920388460159302,0.0019076700555160642,0.004641294479370117
540,Các từ LÀ RẰNG nối giữa hai phần của câu là một trong những dấu_hiệu hình_thức cho biết phần tiếp_theo đó sẽ là,Có_thể là lời dẫn trực_tiếp hoặc lời dẫn gián_tiếp,0.8916499018669128,0.9264883995056152,0.8224682211875916,0.048919226974248886,0.10402017831802368
541,Cách dẫn gián_tiếp là thuật lại lời_nói ý_nghĩ của người nhân_vật điều_chỉnh cho phù_hợp lời dẫn gián_tiếp không đặt trong dấu ngoặc_kép đúng hay sai,Đúng,0.9601835012435913,0.9601835012435913,0.9601835012435913,0.0,0.0
542,Điền cụm_từ thích_hợp vào chỗ trống Lời dẫn trực_tiếp thường được đặt sau dấu_hai_chấm và,Nhắc lại nguyên_văn,0.7863483428955078,0.8442032933235168,0.6707104444503784,0.08176837861537933,0.17349284887313843
543,Trong trường_hợp trích_dẫn gián_tiếp ý_kiến của người khác,Chúng_ta vẫn phải nêu thông_tin về xuất_xứ của ý_kiến đó,0.88884037733078,0.8975167274475098,0.8812229633331299,0.006693918723613024,0.016293764114379883
544,Trong các câu sau câu nào có lời dẫn trực_tiếp,An nói với Nam_Năm nay tôi quyết_tâm học_tập không mê chơi nữa,0.8604435920715332,0.8696402311325073,0.8553676009178162,0.006514703389257193,0.014272630214691162
545,Dòng nào thực_hiện đúng cách dẫn gián_tiếp,Cúc nói với Mai rằng bố của tôi rất nghiêm_khắc,0.9602071642875671,0.9753298759460449,0.9423162937164307,0.01361912488937378,0.03301358222961426
546,Đọc đoạn văn sau và trả_lời câu hỏi Bắc_Bình Vương lấy_làm phải bèn cho đắp đàn ở trên núi Bân tế cáo trời_đất cùng các thần sông thần núi chế ra áo cổn mũ_miện lên_ngôi hoàng_đế đổi năm thứ 11 niên_hiệu Thái_Đức của vua Tây_Sơn Nguyễn_Nhạc làm năm đầu niên_hiệu Quang_Trung_Lễ xong hạ_lệnh xuất_quân hôm ấy nhằm vào ngày 25 tháng_chạp năm Mậu_Thân 1788 Trong các từ sau từ nào không phải là từ Hán_Việt,Trời_đất,0.9648831486701965,0.9666426181793213,0.9635264873504639,0.0013036325108259916,0.003116130828857422
547,Sự phát_triển từ_vựng của một ngôn_ngữ thể_hiện ở chỗ,A và B đúng,0.6465458869934082,0.675871729850769,0.6172200441360474,0.02932584285736084,0.05865168571472168
548,Trong Tiếng Việt chúng_ta dùng từ mượn của ngôn_ngữ nào là nhiều nhất,Tiếng Hán,0.9623982906341553,0.9693224430084229,0.9499899744987488,0.00879367720335722,0.019332468509674072
549,Trong tiếng Việt có những cách nào để tạo từ_ngữ mới,Tất_cả đều đúng,0.6122646927833557,0.6369755268096924,0.5735464692115784,0.027724456042051315,0.06342905759811401
550,Nhận_định nào nói đầy_đủ nhất các hình_thức phát_triển từ_vựng tiếng Việt,Cả A và B đều đúng,0.796765148639679,0.8292628526687622,0.7752472162246704,0.023378577083349228,0.0540156364440918
551,Có mấy phương_thức chủ_yếu phát_triển nghĩa của từ,Hai,0.9101013541221619,0.9173169732093811,0.9062806963920593,0.005105185322463512,0.011036276817321777
552,Từ Thuyền trong các câu_thơ và ca_dao sau từ nào được dùng theo nghĩa gốc,Thuyền_nan một chiếc ở đời Tắm mưa chải gió trong vời Hàn_Giang,0.8014251589775085,0.8393294811248779,0.77907395362854,0.02694571763277054,0.06025552749633789
553,Hai phương_thức chủ_yếu phát_triển nghĩa của từ_ngữ là,Ẩn_dụ và hoán_dụ,0.8864973187446594,0.9407074451446533,0.8409699201583862,0.041177958250045776,0.09973752498626709
554,Cách nào là tạo từ_ngữ mới để làm cho vốn từ_ngữ tăng lên,Dùng các tiếng có sẵn ghép lại với nhau,0.8755435943603516,0.9034150242805481,0.8480520248413086,0.02260344661772251,0.0553629994392395
555,Trong các dòng sau dòng nào có từ Ngân_hàng là nghĩa chuyển theo phương_thức ẩn_dụ,Ngân_hàng máu ngân_hàng đề thi,0.8875005841255188,0.8980088233947754,0.880551815032959,0.007558190729469061,0.017457008361816406
556,Trong một ngôn_ngữ từ_vựng là bộ_phận,không ngừng phát_triển,0.8468496203422546,0.9048016667366028,0.7731125950813293,0.05490827187895775,0.13168907165527344
557,So với phương_thức tạo ra từ_ngữ mới hoàn_toàn thì phương_thức tạo thêm nghĩa mới cho từ_ngữ đã có,Chiếm ưu_thế hơn,0.7612979412078857,0.78349769115448,0.7390982508659363,0.022199722006917,0.0443994402885437
567,Hai phương_thức chủ_yếu phát_triển nghĩa của từ_ngữ là,Ẩn_dụ và hoán_dụ,0.8864973187446594,0.9407074451446533,0.8409699201583862,0.041177958250045776,0.09973752498626709
568,Cách nào là tạo từ_ngữ mới để làm cho vốn từ_ngữ tăng lên,Dùng các tiếng có sẵn ghép lại với nhau,0.8755435943603516,0.9034150242805481,0.8480520248413086,0.02260344661772251,0.0553629994392395
569,Trong các dòng sau dòng nào có từ ngân_hàng là nghĩa chuyển theo phương_thức ẩn_dụ,Ngân_hàng máu ngân_hàng đề thi,0.8830134272575378,0.8914099931716919,0.8755480051040649,0.006509021855890751,0.015861988067626953
570,Trong một ngôn_ngữ từ_vựng là bộ_phận,không ngừng phát_triển,0.8468496203422546,0.9048016667366028,0.7731125950813293,0.05490827187895775,0.13168907165527344
571,So với phương_thức tạo ra từ_ngữ mới hoàn_toàn thì phương_thức tạo thêm nghĩa mới cho từ_ngữ đã có,Chiếm ưu_thế hơn,0.6899301409721375,0.78349769115448,0.5471946001052856,0.10254401713609695,0.23630309104919434
572,Đọc đoạn văn sau và trả_lời câu hỏi Bắc_Bình Vương lấy_làm phải bèn cho đắp đàn ở trên núi Bân tế cáo trời_đất cùng các thần sông thần núi chế ra áo cổn mũ_miện lên_ngôi hoàng_đế đổi năm thứ 11 niên_hiệu Thái_Đức của vua Tây_Sơn Nguyễn_Nhạc làm năm đầu niên_hiệu Quang_Trung_Lễ xong hạ_lệnh xuất_quân hôm ấy nhằm vào ngày 25 tháng_chạp năm Mậu_Thân 1788 Trong các từ sau từ nào không phải là từ Hán_Việt,Trời_đất,0.9648831486701965,0.9666426181793213,0.9635264873504639,0.0013036325108259916,0.003116130828857422
573,Sự phát_triển từ_vựng của một ngôn_ngữ thể_hiện ở chỗ,A và B đều đúng,0.7455878853797913,0.9454063773155212,0.6250120401382446,0.14229707419872284,0.3203943371772766
574,Trong tiếng Việt chúng_ta dùng từ mượn của ngôn_ngữ nào là nhiều nhất,Tiếng Hán,0.9628626704216003,0.9712545871734619,0.9472877383232117,0.011024192906916142,0.023966848850250244
575,Trong tiếng Việt có những cách nào để tạo từ_ngữ mới,Tất_cả đều đúng,0.6122646927833557,0.6369755268096924,0.5735464692115784,0.027724456042051315,0.06342905759811401
576,Nhận_định nào nói đầy_đủ nhất các hình_thức phát_triển từ_vựng tiếng Việt,Cả A và B đều đúng,0.796765148639679,0.8292628526687622,0.7752472162246704,0.023378577083349228,0.0540156364440918
577,Có mấy phương_thức chủ_yếu phát_triển nghĩa của từ,Hai,0.9101013541221619,0.9173169732093811,0.9062806963920593,0.005105185322463512,0.011036276817321777
578,Từ thuyền trong các câu_thơ và ca_dao sau từ nào được dùng theo nghĩa gốc,Khi trời trong gió nhẹ sớm_mai hồng Dân trai_tráng bơi thuyền đi đánh_cá,0.7898656725883484,0.8205369710922241,0.7431179285049438,0.03358834236860275,0.07741904258728027
579,Dòng nào không phải là mục_đích của việc tóm_tắt văn_bản tự_sự,Thể_hiện trình_độ hiểu_biết sâu_rộng của người đọc,0.8153352737426758,0.8203285932540894,0.8073387742042542,0.005712442100048065,0.012989819049835205
580,Dòng nào nói đúng nhất những yêu_cầu của việc tóm_tắt văn_bản tự_sự,Cả ba nội_dung trên,0.7656964659690857,0.7823240160942078,0.7454619407653809,0.015263472683727741,0.036862075328826904
581,Cho đoạn văn tóm_tắt sau Xưa có chàng Trương_Sinh phải đầu_quân đi lính để lại mẹ già và người vợ trẻ mới cưới là Vũ_Thị_Thiết còn được gọi là Vũ_Nương đang bụng mang dạ chửa Mẹ Trương_Sinh ốm chết Vũ_Nương lo ma_chay chu_tất Giặc tan Trương_Sinh trở về nhà nghe lời con trai thơ_dại nghi vợ không chung_thuỷ Vũ_Nương oan_ức bèn gieo mình xuống sông Hoàng_Giang tự_tử Sau khi vợ chết Trương_Sinh vỡ_lẽ ra rằng vợ mình bị oan Phan_Lang là người cùng làng với Vũ_Nương do cứu_mạng thần rùa Linh_Phi vợ vua Nam_Hải nên khi chạy nạn chết_đuối ở biển đã được Linh_Phi cứu sống để trả ơn Phan_Lang gặp Vũ_Nương trong động của Linh_Phi_Hai người nhận ra nhau Phan_Lang được trở về trần_gian Vũ_Nương gửi chiếc hoa vàng cùng lời nhắn Trương_Sinh_Trương_Sinh nghe Phan_Lang kể bèn lập đàn giải_oan trên bờ Hoàng_Giang_Vũ_Nương hiện lên giữa dòng sông nhưng không trở_lại trần_gian nữa Đoạn văn tóm_tắt trên đã đủ các ý chính trong bài Chuyện người con gái Nam_Xương_Đúng hay sai,Sai,0.9973916411399841,0.9973916411399841,0.9973916411399841,0.0,0.0
582,Sắp_xếp theo đúng trình_tự các bước tóm_tắt văn_bản tự sự1 Có_thể xen_kẽ các nhân_vật phụ miêu_tả biểu_cảm nghị_luận đối_thoại độc_thoại nội tâm2 Văn_bản tóm_tắt cần phản_ánh trung_thành nội_dung của văn_bản được tóm tắt3 Căn_cứ vào những yếu_tố quan_trọng của tác_phẩm như sự_việc nhân_vật chính 4 Cần phải đọc kỹ để hiểu đúng chủ_đề văn_bản xác_định nội_dung chính cần tóm_tắt sắp_xếp các nội_dung theo một trình_tự hợp_lý sau đó viết thành_văn bản tóm_tắt,2 4 3 1,0.9956925511360168,0.9983224868774414,0.9930399060249329,0.0021566643845289946,0.005282580852508545
583,Ý còn thiếu trong đoạn văn trên là,Một đêm hai cha_con Trương_Sinh ngồi bên đèn đứa con chỉ cái bóng trên tường và nói đó chính là cha nó vẫn đến đêm_đêm,0.6161677837371826,0.646676778793335,0.5552051663398743,0.04310709983110428,0.0914716124534607
584,Dòng nào không phải là mục_đích của việc tóm_tắt văn_bản tự_sự,Thể_hiện trình_độ hiểu_biết sâu_rộng của người đọc,0.8153352737426758,0.8203285932540894,0.8073387742042542,0.005712442100048065,0.012989819049835205
585,Dòng nào nói đúng nhất những yêu_cầu của việc tóm_tắt văn_bản tự_sự,Cả ba nội_dung trên,0.7656964659690857,0.7823240160942078,0.7454619407653809,0.015263472683727741,0.036862075328826904
586,Cho đoạn văn tóm_tắt sau Xưa có chàng Trương_Sinh phải đầu_quân đi lính để lại mẹ già và người vợ trẻ mới cưới là Vũ_Thị_Thiết còn được gọi là Vũ_Nương đang bụng mang dạ chửa Mẹ Trương_Sinh ốm chết Vũ_Nương lo ma_chay chu_tất Giặc tan Trương_Sinh trở về nhà nghe lời con trai thơ_dại nghi vợ không chung_thuỷ Vũ_Nương oan_ức bèn gieo mình xuống sông Hoàng_Giang tự_tử Sau khi vợ chết Trương_Sinh vỡ_lẽ ra rằng vợ mình bị oan Phan_Lang là người cùng làng với Vũ_Nương do cứu_mạng thần rùa Linh_Phi vợ vua Nam_Hải nên khi chạy nạn chết_đuối ở biển đã được Linh_Phi cứu sống để trả ơn Phan_Lang gặp Vũ_Nương trong động của Linh_Phi_Hai người nhận ra nhau Phan_Lang được trở về trần_gian Vũ_Nương gửi chiếc hoa vàng cùng lời nhắn Trương_Sinh_Trương_Sinh nghe Phan_Lang kể bèn lập đàn giải_oan trên bờ Hoàng_Giang_Vũ_Nương hiện lên giữa dòng sông nhưng không trở_lại trần_gian nữa Đoạn văn tóm_tắt trên đã đủ các ý chính trong bài Chuyện người con gái Nam_Xương_Đúng hay sai,Sai,0.9973916411399841,0.9973916411399841,0.9973916411399841,0.0,0.0
587,Sắp_xếp theo đúng trình_tự các bước tóm_tắt văn_bản tự_sự 1 Có_thể xen_kẽ các nhân_vật phụ miêu_tả biểu_cảm nghị_luận đối_thoại độc_thoại_nội_tâm 2 Văn_bản tóm_tắt cần phản_ánh trung_thành nội_dung của văn_bản được tóm_tắt 3 Căn_cứ vào những yếu_tố quan_trọng của tác_phẩm như sự_việc nhân_vật chính 4 Cần phải đọc kỹ để hiểu đúng chủ_đề văn_bản xác_định nội_dung chính cần tóm_tắt sắp_xếp các nội_dung theo một trình_tự hợp_lý sau đó viết thành_văn bản tóm_tắt,4 2 3 1,0.9958847165107727,0.9979930520057678,0.9920779466629028,0.0026969893369823694,0.00591510534286499
588,Ý còn thiếu trong đoạn văn trên là,Một đêm hai cha_con Trương_Sinh ngồi bên đèn đứa con chỉ cái bóng trên tường và nói đó chính là cha nó vẫn đến đêm_đêm,0.6240928173065186,0.646676778793335,0.5789802670478821,0.03189941123127937,0.06769651174545288
589,Bà cung_nhân của tác_giả sai người chặt cây gì,Cây liễu cây lựu,0.9193324446678162,0.9707425832748413,0.8628410696983337,0.04419689625501633,0.10790151357650757
590,Cụm_từ triệu bất_tường trong câu Mỗi khi đêm thanh_cảnh vắng_tiếng chim kêu vượn hót râm_ran khắp bốn bề hoặc nửa_đêm ồn_ào như trận mưa sa gió táp vỡ tổ tan đàn kẻ thức_giả biết đó là triệu bất_tường có nghĩa là gì,Dấu_hiệu không lành điềm gở,0.8905968070030212,0.8994736075401306,0.8833419680595398,0.006684834603220224,0.01613163948059082
591,Hiện_thực thời vua Lê_chúa Trịnh được khắc_hoạ qua bài như_thế_nào,Cả 3 đáp_án trên,0.524183988571167,0.5731189846992493,0.4992484450340271,0.034604378044605255,0.07387053966522217
592,Thể_loại tác_giả sử_dụng trong Chuyện cũ trong phủ chúa Trịnh có đặc_điểm gì nổi_bật,Người viết ghi_chép tuỳ_hứng tản_mạn không cần hệ_thống kết_cấu,0.8735861778259277,0.8865567445755005,0.8539221286773682,0.014138735830783844,0.032634615898132324
593,Cụm_từ triệu bất_thường trong câu văn trên có ý_nghĩa gì,Dấu_hiệu không lành điềm gở,0.8566765785217285,0.8860675096511841,0.8321601152420044,0.02227586880326271,0.05390739440917969
594,Nhận_định đúng nhất về nghệ_thuật thể_hiện thói ăn_chơi xa_xỉ vô_độ của chúa Trịnh,Cả A B C đều đúng,0.6554566621780396,0.6750746965408325,0.6195465922355652,0.025428544729948044,0.055528104305267334
595,Biện_pháp nghệ_thuật nào không được sử_dụng trong câu văn sau Mỗi khi đêm thanh_cảnh vắng_tiếng chim kêu vượn hót râm_ran khắp bốn bề hoặc nửa_đêm ồn_ào như trận mưa sa gió táp vỡ tổ tan đàn kẻ thức_giả biết đó là triệu bất_tường,Phép lặp từ_ngữ,0.9209434986114502,0.9259228706359863,0.9156644344329834,0.004193346947431564,0.01025843620300293
596,Thói ăn_chơi của chúa Trịnh được miêu_tả thông_qua chi_tiết nào,Tất_cả các ý trên,0.6610005497932434,0.713678240776062,0.5987743139266968,0.047392744570970535,0.11490392684936523
597,Thể_loại tuỳ_bút có đặc_điểm gì nổi_bật,Người viết ghi_chép tuỳ_hứng tản_mạn không cần hệ_thống kết_cấu,0.854733943939209,0.892970085144043,0.8137023448944092,0.032421231269836426,0.07926774024963379
598,Lời_văn ghi_chép của tác_giả như_thế_nào,Kín_đáo bộc_lộ thái_độ chủ_quan của mình trước việc ăn_chơi xa_xỉ của chúa Trịnh,0.6671393513679504,0.8196860551834106,0.4281809329986572,0.17111265659332275,0.3915051221847534
599,Bọn hầu_cận trong phủ chúa làm càn tác_oai_tác_quái trong dân_chúng thế_nào,Tất_cả 3 đáp_án trên,0.37579312920570374,0.3890390396118164,0.3545796275138855,0.01515420526266098,0.03445941209793091
600,Ai là tác_giả của chuyện cũ trong phủ chúa Trịnh,Phạm_Đình_Hổ,0.8820444941520691,0.9189663529396057,0.8208211660385132,0.04359694570302963,0.09814518690109253
601,Vũ trung tuỳ_bút viết bằng chữ gì,Chữ Hán,0.8968980312347412,0.9322489500045776,0.8287549614906311,0.04819576069712639,0.10349398851394653
602,Chuyện cũ trong phủ chúa Trịnh thuộc thể_loại nào,Tuỳ_bút,0.8548024296760559,0.8579738140106201,0.8515574932098389,0.002619968494400382,0.00641632080078125
609,Tích vào các đáp_án đúng Đ â u là sáng_tác của Phạm_Đình_Hổ,Vũ trung tuỳ_bút,0.8797925114631653,0.9035942554473877,0.8411360383033752,0.027577238157391548,0.06245821714401245
617,Tích vào các đáp_án đúng Đâu là giá_trị nghệ_thuật của văn_bản,Lựa_chọn sự_việc tiêu_biểu,0.7493403553962708,0.7750731706619263,0.703539252281189,0.03246873989701271,0.0715339183807373
621,Chọn các đáp_án đúng Hiện_thực thời vua Lê_chúa Trịnh được khắc_hoạ qua bài như_thế_nào,Quan_lại lo hưởng_thụ cướp_bóc dân_chúng đói_khổ cơ_cực,0.6741512417793274,0.7352824211120605,0.6353435516357422,0.04374699667096138,0.09993886947631836
640,Chủ_đề của văn_bản Chuyện cũ trong phủ chúa Trịnh là gì,Phê_phán bộ_mặt thật của xã_hội phong_kiến qua việc ăn_chơi xa_hoa truỵ_lạc của bọn vua_chúa,0.7920688986778259,0.9270943999290466,0.5384067296981812,0.17949096858501434,0.3886876702308655
641,Chuyện cũ trong phủ chúa Trịnh thuộc thể_loại nào,Tuỳ_bút,0.8548024296760559,0.8579738140106201,0.8515574932098389,0.002619968494400382,0.00641632080078125
642,Thói ăn_chơi của chúa Trịnh được miêu_tả thông_qua chi_tiết nào,Tất_cả các ý trên,0.6610005497932434,0.713678240776062,0.5987743139266968,0.047392744570970535,0.11490392684936523
643,Lời_văn ghi_chép của tác_giả như_thế_nào,Kín_đáo bộc_lộ thái_độ chủ_quan của mình trước việc ăn_chơi xa_xỉ của chúa Trịnh,0.6581348776817322,0.8196860551834106,0.4281809329986572,0.1669895499944687,0.3915051221847534
