id,nội dung câu hỏi,Bloom_Label
289,Trong các câu sau câu nào là câu văn miêu tả,Understand
290,Nhận định Đoạn văn dưới đây kết kết yếu tố miêu tả trong khi thuyết minh là đúng hay sai Hồ Kim Ngưu dựa theo truyền thuyết hồ Trâu Vàng Truyện kể về một người khổng lồ hết sức to lớn sức khỏe phi thường muôn người không địch nổi ông xuất gia làm thiền sư đó chính là thiền sư Minh Không Thiền sư Minh Không sang Tàu chữa bệnh cho con vua Tống Khi công việc hoàn thành vua muốn trả ơn Nhà sư chỉ xin một ít đồng đen cho vào tay nải Vua Tàu đồng ý cho thiền sư tự ý vào kho lấy đồng Thiền sư đã lấy tất cả đồng đen trong kho bỏ vào tay nải và thả nón tu lờ làm thuyền bơi về nước Nam Về đến Thăng Long ông dùng số đồng đó đúc thành bốn thứ bảo khí nhà Phật Tượng Phật cao 6 trượng chóp đỉnh tháp Báo Thiên chín tầng đỉnh đồng có đường kính 10 sải tay và một quả chuông đồng cực lớn Chuông đúc song đức vua sai ông đánh một hồi chuông dài để báo hiệu cho dân chúng biết tin vui nước nhà đang thái bình thịnh trị Tiếng chuông ngân đến tận kinh đô bên Tàu Nghe tiếng chuông con trâu bằng vàng to lớn nằm trước kho đồng bên Tàu tự dưng bừng tỉnh Đồng đen là mẹ của vàng ngỡ là tiếng mẹ gọi nó liền vươn mình phóng thẳng xuống phương Nam tìm đến quả chuông khổng lồ quần mãi xung quanh Trâu vàng quần quanh mãi mà vẫn không thấy khiến cho cả một vùng đất lớn quanh quả chuông sụt xuống thành một vùng hố sâu Quả chuông sau một hồi cũng đổ sụp xuống hố sâu Trâu vàng cũng theo đó nhảy xuống và nằm bên cạnh chẳng bao lâu sau vùng đất bị trâu vàng dẫm sụt nước tràn đầy trải rộng thành một hồ nước mênh mông Từ đó quả chuông cứ nằm mãi dưới lòng hồ không ai vớt lên nổi và trâu vàng vẫn cứ nằm mãi bên cạnh quả chuông dưới đáy nước sâu mà không quay về phương Bắc nữa Do vậy người ta bèn đặt tên cho hồ là hồ Kim Ngưu Thiền sư Minh Không về sau được thợ đúc đồng vùng Ngũ Xá nay ở Đông Nam hồ Trúc Bạch thờ làm tổ sư nghề đúc đồng Đình Ngũ Xá thờ tổ sư Minh Không hiện nằm trên phố Nguyễn Khắc Hiếu chùa Ngũ Xá nằm trên phố Ngũ Xá đều thuộc phường Trúc Bạch Trong đình có tượng tổ sư bằng gỗ cao 1 m 70 trong chùa có pho tượng đồng A Di Đà cao 3 m 95 chu vi 11 m 60 nặng 10 tấn Đây là pho tượng đồng lớn nhất Việt Nam hiện nay,Apply
291,Đoạn văn thuyết minh dưới có sử dụng yếu tố miêu tả Đúng hay sai Hồ Tây là góc lãng mạn nhất trong bức tranh Hà Nội đa màu là thế giới của những làn gió trong trẻo sự phóng khoáng và giàu chất thơ Bởi là một thắng cảnh đẹp của Hà Nội nên Hồ Tây đã đi vào ca dao xưa cũng như được nhiều nhà thơ của các thời đại dùng làm đề tài ngâm vịnh Gió đưa cành trúc la đà Tiếng chuông Trấn Vũ canh gà Thọ Xương Mịt mù khói tỏa ngàn sương Nhịp chày Yên Thái mặt gương Tây Hồ Cao Bá Quát một nhà thơ nổi tiếng thời nhà Nguyễn đã từng miêu tả hồ Tây Tây hồ chân cá thị Tây Thi nghĩa là hồ Tây đích thực là nàng Tây Thi Đây là một cách ví von độc đáo nhưng thật đúng với hồ Tây một thắng cảnh của thủ đô đẹp cả bốn mùa lộng lẫy trong mùa xuân rực rỡ trong mùa hè thanh tú trong mùa thu đằm thắm trong mùa đông,Apply
292,Các lĩnh vực như ý tế thực phẩm giáo dục được tác giả đưa ra trong bài viết nhằm mục đích gì,Remember
293,Đặc sắc nhất về nghệ thuật lập luận của tác giả trong đoạn văn nói về các lĩnh vực y tế thực phẩm giáo dục là gì,Remember
294,Vì sao tác giả không nêu luận điểm chúng ta phải có nhiệm vụ ngăn chặn chiến tranh hạt nhân đấu tranh vì một thế giới hòa bình lên trước luận điểm nguy cơ chiến tranh hạt nhân đang đe dọa toàn bộ sự sống trên trái đất,Remember
295,Ý nào không phải là lí do mà tác giả đề nghị mở một nhà băng lưu giữ trí nhớ,Remember
296,Ngoài ra còn có các yếu tố nào đặc sắc về mặt nghệ thuật nào giúp tăng thêm sức thuyết phục cho bài viết,Create
297,Đọc đoạn văn sau 1 Không những đi ngược lại lí trí con người mà còn đi ngược lại cả lí trí tự nhiên nữa 2 Từ khi mới nhen nhúm sự sống trên trái đất đã phải trải qua 380 triệu năm con bướm mới bay được rồi 180 triệu năm nữa bông hồng mới nở chỉ để làm đẹp mà thôi 3 Trong thời đại hoàng kim này của khoa học trí tuệ con người chẳng có gì để tự hào vì nó đã phát minh ra một biện pháp chỉ cần bấm nút một cái là đưa cả quá trình vĩ đại và tốn kém đó của hàng bao nhiêu triệu năm trở lại điểm xuất phát của nó Đấu tranh cho một thế giới hòa bình Trong câu 1 của đoạn văn trên chủ ngữ đã bị tác giả lược bỏ Tìm cụm từ thích hợp nhất trong số các cụm từ dưới đây để khôi phục lại chủ ngữ cho câu,Remember
298,Tại sao văn bản lại được đặt tên Đấu tranh cho một thế giới hòa bình,Understand
299,Văn bản Đấu tranh cho một thế giới hòa bình của Mác két được coi là một văn bản nhật dụng vì,Understand
300,Nội dung nào không được đặt ra trong văn bản Đấu tranh cho một thế giới hòa bình,Understand
301,Cách lập luận nào của tác giả Máckét khiến người đọc hiểu rõ nguy cơ khủng khiếp của chiến tranh hạt nhân,Remember
302,Phương thức biểu đạt nào được sử dụng trong văn bản Đấu tranh cho một thế giới hòa bình,Analyze
303,Dựa vào đặc điểm nào để khẳng định văn bản Đấu tranh cho một thế giới hòa bình vào phương thức nghị luận,Understand
304,Để chứng minh cho sự tốn kém vô lí của cuộc chạy đua vũ trang hạt nhân tác giả nêu số liệu so sánh Giá của 10 chiếc tàu sân bay mang vũ khí hạt nhân kiểu tàu Nimít tương đương với,Remember
305,Nội dung chính của văn bản Đấu tranh cho một thế giới hòa bình,Understand
306,Hình ảnh thanh gươm Đamôclét trong văn bản Đấu tranh cho một thế giới hòa bình có ý nghĩa gì,Evaluate
307,Chi tiết nào không đúng khi nói về chiến tranh hạt nhân phi lí và tốn kém,Understand
308,Văn bản này được chia làm mấy phần,Understand
309,Bản tuyên bố đọc tại Hội nghị cấp cao thế giới về trẻ em diễn ra năm bao nhiêu,Understand
310,Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em do Hội đồng Bộ trưởng Nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam đưa ra Đúng hay sai,Apply
311,Bản tuyên bố nói đến vấn đề nào trong đời sống xã hội,Understand
312,Nhận định nào nói đúng nhất về văn bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em,Understand
313,Những nhiệm vụ được đặt ra trong bản tuyên bố này,Understand
314,Những vấn đề bản tuyên bố đề ra trong bản tuyên bố trực tiếp liên quan đến bối cảnh thế giới vào thời điểm nào,Understand
315,Để làm nổi bật những khó khăn đối với trẻ em tác giả đã sử dụng phương thức lập luận nào trong phần Sự thách thức,Remember
316,Văn bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em sử dụng phương thức biểu đạt chính là gì,Remember
317,Đâu là giá trị nghệ thuật của văn bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em,Understand
318,Phần mở bài văn bản cần nêu ra nội dung gì,Create
319,Ở phần Sự thách thức bản Tuyên bố nêu lên thực tế của trẻ em trên thế giới ra sao,Understand
320,Quốc tế phải nỗ lực phối hợp hành động,Understand
321,Ở phần Cơ hội em nhận thấy có điều gì thuận lợi trong sự bảo vệ chăm sóc trẻ em trong bối cảnh hiện nay,Understand
322,Đọc đoạn văn và trả lời câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi của chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển Tương lai của chúng phải được hình thành trong sự hòa hợp và tương trợ Chúng phải được trưởng thành khi mở rộng tầm nhìn thu nhận thêm những kinh nghiệm mới Phần in đậm trong đoạn văn nói về nội dung gì,Understand
323,Đọc đoạn văn và trả lời câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi của chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển Tương lai của chúng phải được hình thành trong sự hòa hợp và tương trợ Chúng phải được trưởng thành khi mở rộng tầm nhìn thu nhận thêm những kinh nghiệm mới Việc nhắc lại nhiều lần từ phải và được trong đoạn văn trên có tác dụng gì,Understand
324,Nhận định nào sau đây không phải là nhiệm vụ được đưa ra trong bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em,Understand
325,Để thực hiện được nhiệm vụ bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em đề cách thức hoạt động như thế nào,Understand
326,Các nhiệm vụ đưa ra trong bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em được xác định trên những cơ sở nào,Understand
327,Đọc đoạn trích sau và trả lời câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển Tương lai của chúng phải được hình thành trong sự hòa hợp và tương trợ Chúng phải được trưởng thành khi được mở rộng tầm nhìn thu nhận thêm những kinh nghiệm mới SGK Ngữ văn 9 tập một Xác định phương thức biểu đạt chính được sử dụng trong đoạn văn trên,Understand
328,Đọc đoạn trích sau và trả lời câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển Tương lai của chúng phải được hình thành trong sự hòa hợp và tương trợ Chúng phải được trưởng thành khi được mở rộng tầm nhìn thu nhận thêm những kinh nghiệm mới SGK Ngữ văn 9 tập một Đoạn trích trên được trích trong văn bản nào,Understand
329,Đọc đoạn trích sau và trả lời câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển Tương lai của chúng phải được hình thành trong sự hòa hợp và tương trợ Chúng phải được trưởng thành khi được mở rộng tầm nhìn thu nhận thêm những kinh nghiệm mới SGK Ngữ văn 9 tập một Đại từ nào dùng để nói về trẻ em trong đoạn trích,Remember
330,Đọc đoạn trích sau và trả lời câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển Tương lai của chúng phải được hình thành trong sự hòa hợp và tương trợ Chúng phải được trưởng thành khi được mở rộng tầm nhìn thu nhận thêm những kinh nghiệm mới SGK Ngữ văn 9 tập một Xác định biện pháp tu từ trong câu Tuổi chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển,Understand
331,Đọc đoạn trích sau và trả lời câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển Tương lai của chúng phải được hình thành trong sự hòa hợp và tương trợ Chúng phải được trưởng thành khi được mở rộng tầm nhìn thu nhận thêm những kinh nghiệm mới SGK Ngữ văn 9 tập một Nội dung chính của đoạn văn trên là gì,Remember
332,Đọc đoạn trích sau và trả lời các câu hỏi Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy Hằng ngày có vô số trẻ em khắp nơi trên thế giới bị phó mặc cho những hiểm họa làm kìm hãm sự tăng trưởng và phát triển của các cháu đó Chúng phải chịu bao nhiêu nỗi bất hạnh do bị trở thành nạn nhân của chiến tranh và bạo lực của nạn phân biệt chủng tộc chế độ acácthai của sự xâm lược chiếm đóng và thôn tính của nước ngoài Có những cháu trở thành người tị nạn sống tha hương do bị cưỡng bức phải từ bỏ gia đình cội rễ Có những cháu khác lại chịu cảnh tàn tật hoặc trở thành nạn nhân của sự lãng quên ruồng bỏ đối xử tàn nhẫn và bóc lột Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em SGK Ngữ văn 9 tập một Đoạn trích trên được trích trong phần nào của văn bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em,Understand
333,Đọc đoạn trích sau và trả lời các câu hỏi Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy Hằng ngày có vô số trẻ em khắp nơi trên thế giới bị phó mặc cho những hiểm họa làm kìm hãm sự tăng trưởng và phát triển của các cháu đó Chúng phải chịu bao nhiêu nỗi bất hạnh do bị trở thành nạn nhân của chiến tranh và bạo lực của nạn phân biệt chủng tộc chế độ acácthai của sự xâm lược chiếm đóng và thôn tính của nước ngoài Có những cháu trở thành người tị nạn sống tha hương do bị cưỡng bức phải từ bỏ gia đình cội rễ Có những cháu khác lại chịu cảnh tàn tật hoặc trở thành nạn nhân của sự lãng quên ruồng bỏ đối xử tàn nhẫn và bóc lột Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em SGK Ngữ văn 9 tập một Trong văn bản trên tác giả đã nêu lên thực tế cuộc sống của trẻ em trên thế giới ra sao,Remember
334,Đọc đoạn trích sau và trả lời các câu hỏi Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy Hằng ngày có vô số trẻ em khắp nơi trên thế giới bị phó mặc cho những hiểm họa làm kìm hãm sự tăng trưởng và phát triển của các cháu đó Chúng phải chịu bao nhiêu nỗi bất hạnh do bị trở thành nạn nhân của chiến tranh và bạo lực của nạn phân biệt chủng tộc chế độ acácthai của sự xâm lược chiếm đóng và thôn tính của nước ngoài Có những cháu trở thành người tị nạn sống tha hương do bị cưỡng bức phải từ bỏ gia đình cội rễ Có những cháu khác lại chịu cảnh tàn tật hoặc trở thành nạn nhân của sự lãng quên ruồng bỏ đối xử tàn nhẫn và bóc lột Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em SGK Ngữ văn 9 tập một Xét theo mục đích nói câu Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy thuộc kiểu câu gì,Understand
335,Đọc đoạn trích sau và trả lời các câu hỏi Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy Hằng ngày có vô số trẻ em khắp nơi trên thế giới bị phó mặc cho những hiểm họa làm kìm hãm sự tăng trưởng và phát triển của các cháu đó Chúng phải chịu bao nhiêu nỗi bất hạnh do bị trở thành nạn nhân của chiến tranh và bạo lực của nạn phân biệt chủng tộc chế độ acácthai của sự xâm lược chiếm đóng và thôn tính của nước ngoài Có những cháu trở thành người tị nạn sống tha hương do bị cưỡng bức phải từ bỏ gia đình cội rễ Có những cháu khác lại chịu cảnh tàn tật hoặc trở thành nạn nhân của sự lãng quên ruồng bỏ đối xử tàn nhẫn và bóc lột Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em SGK Ngữ văn 9 tập một Đoạn văn được trình bày theo cách lập luận nào,Create
336,Đọc đoạn trích sau và trả lời các câu hỏi Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy Hằng ngày có vô số trẻ em khắp nơi trên thế giới bị phó mặc cho những hiểm họa làm kìm hãm sự tăng trưởng và phát triển của các cháu đó Chúng phải chịu bao nhiêu nỗi bất hạnh do bị trở thành nạn nhân của chiến tranh và bạo lực của nạn phân biệt chủng tộc chế độ acácthai của sự xâm lược chiếm đóng và thôn tính của nước ngoài Có những cháu trở thành người tị nạn sống tha hương do bị cưỡng bức phải từ bỏ gia đình cội rễ Có những cháu khác lại chịu cảnh tàn tật hoặc trở thành nạn nhân của sự lãng quên ruồng bỏ đối xử tàn nhẫn và bóc lột Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em SGK Ngữ văn 9 tập một Điểm nào dưới đây không được tác giả nhắc đến khi nói về những khó khăn của trẻ em,Remember
337,Đọc đoạn trích sau và trả lời các câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải sống trong vui tươi thanh bình được chơi được học và phát triển Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy Hằng ngày có vô số trẻ em khắp nơi trên thế giới bị phó mặc cho những hiểm họa làm kìm hãm sự tăng trưởng và phát triển của các cháu đó Chúng phải chịu bao nhiêu nỗi bất hạnh do bị trở thành nạn nhân của chiến tranh và bạo lực Có những cháu trở thành người tị nạn sống tha hương Mỗi ngày có hàng triệu trẻ em phải chịu đựng những thảm họa của đói nghèo và khủng hoảng kinh tế của nạn đói tình trạng vô gia cư dịch bệnh mù chữ môi trường xuống cấp Mỗi ngày có tới 40000 trẻ em chết do suy dinh dưỡng và bệnh tật Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em SGK Ngữ văn 9 tập một Văn bản chứa đoạn trích trên là sáng tác của nước nào,Understand
338,Đọc đoạn trích sau và trả lời các câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải sống trong vui tươi thanh bình được chơi được học và phát triển Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy Hằng ngày có vô số trẻ em khắp nơi trên thế giới bị phó mặc cho những hiểm họa làm kìm hãm sự tăng trưởng và phát triển của các cháu đó Chúng phải chịu bao nhiêu nỗi bất hạnh do bị trở thành nạn nhân của chiến tranh và bạo lực Có những cháu trở thành người tị nạn sống tha hương Mỗi ngày có hàng triệu trẻ em phải chịu đựng những thảm họa của đói nghèo và khủng hoảng kinh tế của nạn đói tình trạng vô gia cư dịch bệnh mù chữ môi trường xuống cấp Mỗi ngày có tới 40000 trẻ em chết do suy dinh dưỡng và bệnh tật Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em SGK Ngữ văn 9 tập một Văn bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em cùng thể loại với văn bản nào dưới đây,Understand
339,Đọc đoạn trích sau và trả lời các câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải sống trong vui tươi thanh bình được chơi được học và phát triển Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy Hằng ngày có vô số trẻ em khắp nơi trên thế giới bị phó mặc cho những hiểm họa làm kìm hãm sự tăng trưởng và phát triển của các cháu đó Chúng phải chịu bao nhiêu nỗi bất hạnh do bị trở thành nạn nhân của chiến tranh và bạo lực Có những cháu trở thành người tị nạn sống tha hương Mỗi ngày có hàng triệu trẻ em phải chịu đựng những thảm họa của đói nghèo và khủng hoảng kinh tế của nạn đói tình trạng vô gia cư dịch bệnh mù chữ môi trường xuống cấp Mỗi ngày có tới 40000 trẻ em chết do suy dinh dưỡng và bệnh tật Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em SGK Ngữ văn 9 tập một Theo tác giả các trẻ em trên thế giới có đặc điểm gì,Remember
340,Đọc đoạn trích sau và trả lời các câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải sống trong vui tươi thanh bình được chơi được học và phát triển Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy Hằng ngày có vô số trẻ em khắp nơi trên thế giới bị phó mặc cho những hiểm họa làm kìm hãm sự tăng trưởng và phát triển của các cháu đó Chúng phải chịu bao nhiêu nỗi bất hạnh do bị trở thành nạn nhân của chiến tranh và bạo lực Có những cháu trở thành người tị nạn sống tha hương Mỗi ngày có hàng triệu trẻ em phải chịu đựng những thảm họa của đói nghèo và khủng hoảng kinh tế của nạn đói tình trạng vô gia cư dịch bệnh mù chữ môi trường xuống cấp Mỗi ngày có tới 40000 trẻ em chết do suy dinh dưỡng và bệnh tật Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em SGK Ngữ văn 9 tập một Biện pháp tu từ được sử dụng trong câu văn sau Mỗi ngày có hàng triệu trẻ em phải chịu đựng những thảm họa của đói nghèo và khủng hoảng kinh tế của nạn đói tình trạng vô gia cư dịch bệnh mù chữ môi trường xuống cấp,Understand
341,Đọc đoạn trích sau và trả lời các câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải sống trong vui tươi thanh bình được chơi được học và phát triển Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy Hằng ngày có vô số trẻ em khắp nơi trên thế giới bị phó mặc cho những hiểm họa làm kìm hãm sự tăng trưởng và phát triển của các cháu đó Chúng phải chịu bao nhiêu nỗi bất hạnh do bị trở thành nạn nhân của chiến tranh và bạo lực Có những cháu trở thành người tị nạn sống tha hương Mỗi ngày có hàng triệu trẻ em phải chịu đựng những thảm họa của đói nghèo và khủng hoảng kinh tế của nạn đói tình trạng vô gia cư dịch bệnh mù chữ môi trường xuống cấp Mỗi ngày có tới 40000 trẻ em chết do suy dinh dưỡng và bệnh tật Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em SGK Ngữ văn 9 tập một Câu thơ Trẻ em như búp trên cành Biết ăn biết ngủ biết học hành là ngoan của ai,Remember
342,Văn bản này được chia làm mấy phần,Understand
343,Ở phần Sự thách thức bản Tuyên bố nêu lên thực tế của trẻ em trên thế giới ra sao,Understand
344,Ở phần Nhiệm vụ bản tuyên bố nêu nhiều điểm mà quốc gia cộng đồng quốc tế phải nỗ lực phối hợp hành động,Understand
345,Ở phần Cơ hội em nhận thấy có điều gì thuận lợi trong sự bảo vệ chăm sóc trẻ em trong bối cảnh hiện nay,Understand
346,Qua bản Tuyên bố cho thấy tầm quan trọng tính cấp bách của nhiệm vụ toàn cầu vì sự sống còn quyền được bảo vệ phát triển của trẻ em Đúng hay sai,Apply
347,Nhận định nào nói đúng nhất về văn bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em,Understand
348,Việc nhắc lại nhiều lần từ phải và được trong bài có tác dụng gì,Understand
349,Nhận định nói đúng về tình trạng trẻ em trên thế giới hiện nay,Understand
350,Nhận định nói đúng nhất những thuận lợi đối với nhiệm vụ bảo vệ chăm sóc trẻ em hiện nay được trình bày trong phần Cơ hội,Create
351,Để thực hiện được nhiệm vụ bản tuyên bố đề cách thức hoạt động như thế nào,Understand
352,Những nhiệm vụ được đặt ra trong bản tuyên bố này,Understand
353,Những vấn đề bản tuyên bố đề ra trong bản tuyên bố trực tiếp liên quan đến bối cảnh thế giới vào thời điểm nào,Understand
354,Để không vi phạm các phương châm hội thoại cần phải làm gì,Understand
355,Đọc truyện cười sau Học sinh thời Thấy cậu con trai đang học bài Sự tích bánh chưng bánh giầy bố bèn hỏi Con trai con có biết bánh chưng có từ bao giờ không Tính theo mùa thì có từ giáp Tết tính theo hàng thì có tại hàng quà lúc 5 h ạ Nhận xét nhân vật đã vi phạm phương châm hội thoại nào,Evaluate
356,Với người nghe lời rào đón là gì,Remember
357,Một người khi nói ra một câu thì,Understand
358,Lời rào đón là những từ ngữ được dùng khi nào,Understand
359,Để không vi phạm các phương châm hội thoại người nói cần làm gì,Understand
360,Khi đã sử dụng lời rào đón phát ngôn của người nói có bị coui là vi phạm phương châm hội thoại không,Understand
361,Nguyên nhân nào không phải trong các trường hợp người nói không tuân thủ các phương châm hội thoại,Understand
362,Chúng ta phải làm gì khi lựa chọn tình huống giao tiếp,Understand
363,Điểm khác nhau giữa các phương châm hội thoại và quy tắc ngữ pháp là,Understand
364,Trong những câu hỏi sau câu hỏi nào không liên quan đến đặc điểm của tình huống giao tiếp,Understand
365,Việc không tuân thủ các phương châm hội thoại bắt nguồn từ từ những nguyên nhân nào,Understand
366,Trong giao tiếp phương châm hội thoại nào dễ bị vi phạm,Understand
367,Nhận định nào không phải là nguyên nhân của các trường hợp không tuân thủ các phương châm hội thoại,Understand
368,Trong những câu hỏi sau câu nào không liên quan đến đặc điểm của tình huống giao tiếp,Understand
369,Các phương châm hội thoại là những quy định bắt buộc trong mọi tình huống giao tiếp đúng hay sai,Apply
370,Đọc truyện cười sau và trả lời câu hỏi CHÓ TREO MÈO ĐẬY Mợ Con ở nhà trông mâm cơm Nhớ là chó treo mèo đậy đấy Mợ phải đi đàng này một lát Một lát sau Mợ Thế nào xong chưa con Quỷnh Dạ xong rồi ạ Mợ bảo chó treo mèo đậy nên con treo chó và đậy mèo mà Truyện cười dân gian Việt Nam Nhân vật Quỷnh đã vi phạm phương châm gì trong giao tiếp,Understand
371,Để không vi phạm các phương châm hội thoại cần làm gì,Understand
372,Câu trả lời trong đoạn hội thoại sau không tuân thủ phương châm hội thoại nào An hỏi Huy Cậu có nhớ Bác Hồ sinh ra ở đâu không Hình như quê của Bác ở miền Trung,Understand
373,Đọc tình huống sau và trả lời câu hỏi Một bệnh nhân còn trẻ đi khám và cho kết quả ung thư giai đoạn cuối không còn cơ hội cứu chữa Vị bác sĩ sau khi có kết quả bệnh án ân cần dặn dò bệnh nhân Bệnh của chị không có gì quan trọng uống thuốc bổ ăn uống và sống điều độ thì mọi thứ sẽ ổn Chị và gia đình yên tâm nhé Rồi bác sĩ gọi riêng người nhà bệnh nhân để cho biết tình hình người bệnh Vị bác sĩ trong tình huống trên đã vi phạm phương châm hội thoại nào,Understand
374,Đọc tình huống sau và trả lời câu hỏi Một bệnh nhân còn trẻ đi khám và cho kết quả ung thư giai đoạn cuối không còn cơ hội cứu chữa Vị bác sĩ sau khi có kết quả bệnh án ân cần dặn dò bệnh nhân Bệnh của chị không có gì quan trọng uống thuốc bổ ăn uống và sống điều độ thì mọi thứ sẽ ổn Chị và gia đình yên tâm nhé Rồi bác sĩ gọi riêng người nhà bệnh nhân để cho biết tình hình người bệnh Theo em những lời nói sai sự thật của vị bác sĩ trong tình huống trên có cần thiết không,Apply
375,Từ tình huống trên em rút ra được bài học gì trong việc sử dụng các phương châm hội thoại,Evaluate
376,Chương trình lớp 9 em được học mấy phương châm hội thoại,Understand
377,Để không vi phạm các phương châm hội thoại cần làm gì,Understand
378,Các phương châm hội thoại là những quy định bắt buộc trong mọi tình huống giao tiếp đúng hay sai,Apply
379,Nhận định nào không phải nguyên nhân của các trường hợp không tuân thủ phương châm hội thoại,Understand
380,Trong Truyện Kiều của Nguyễn Du đoạn kể về Thúy Kiều bị đưa vào lầu xanh Từ Hải một bậc anh hùng cái thế gặp Kiều nơi này song vẫn tâm sự Thiếp danh đưa đến lầu hồng Theo em Từ Hải có vi phạm phương châm hội thoại nào không,Apply
